source_file,window,source_tag,source_mode,source_tier,source_champion,champion,champion_slug,games,winrate,pickrate,item_id1,item_id2,item_id3,item_id4,item_id5,item_en1,item_en2,item_en3,item_en4,item_en5,item_zh1,item_zh2,item_zh3,item_zh4,item_zh5
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,223072,223153,Trinity Force,Manamune,Spear of Shojin,Bloodthirster,Blade of The Ruined King,三相之力,魔劍正宗,精進之矛,嗜血者,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,223161,226694,323004,223153,Trinity Force,Spear of Shojin,Serylda's Grudge,Manamune,Blade of The Ruined King,三相之力,精進之矛,席利妲咒怨,魔劍正宗,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,226694,223072,223153,Trinity Force,Manamune,Serylda's Grudge,Bloodthirster,Blade of The Ruined King,三相之力,魔劍正宗,席利妲咒怨,嗜血者,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,223036,223153,Trinity Force,Manamune,Spear of Shojin,Lord Dominik's Regards,Blade of The Ruined King,三相之力,魔劍正宗,精進之矛,多明尼克的問候,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,223156,323110,Trinity Force,Manamune,Spear of Shojin,Maw of Malmortius,Frozen Heart,三相之力,魔劍正宗,精進之矛,魔提斯深淵,冰霜之心
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,226609,223153,Trinity Force,Manamune,Spear of Shojin,Chempunk Chainsword,Blade of The Ruined King,三相之力,魔劍正宗,精進之矛,生化龐克鏈鋸之劍,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,323004,223078,223161,223072,226694,Manamune,Trinity Force,Spear of Shojin,Bloodthirster,Serylda's Grudge,魔劍正宗,三相之力,精進之矛,嗜血者,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223118,224628,224645,223089,223135,Malignance,Horizon Focus,Shadowflame,Rabadon's Deathcap,Void Staff,惡意,視界專注,黯影之炎,死亡之帽,虛空之杖
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,667666,223078,323004,226694,223161,The Collector,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,蒐集者,三相之力,魔劍正宗,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,223072,223139,Trinity Force,Manamune,Spear of Shojin,Bloodthirster,Mercurial Scimitar,三相之力,魔劍正宗,精進之矛,嗜血者,水星彎刀
